import time: self [us] | cumulative | imported package
import time:       729 |        729 |                   openpyxl.drawing.relation
import time:      1908 |       4260 |                 openpyxl.drawing.graphic
import time:    562595 |    1838340 |               openpyxl.drawing.spreadsheet_drawing
import time:    194143 |     194143 |               openpyxl.packaging.manifest
import time:      1096 |       1096 |                 openpyxl.styles.table
import time:      1283 |       2378 |               openpyxl.styles.stylesheet
import time:      1774 |       1774 |                 openpyxl.workbook.external_reference
import time:       814 |        814 |                   openpyxl.workbook.function_group
import time:    186303 |     186303 |                   openpyxl.workbook.properties
import time:      1314 |       1314 |                   openpyxl.workbook.protection
import time:      5185 |       5185 |                   openpyxl.workbook.smart_tags
import time:      2719 |       2719 |                   openpyxl.workbook.views
import time:      1256 |       1256 |                   openpyxl.workbook.web
import time:      2271 |     199859 |                 openpyxl.packaging.workbook
import time:      1081 |     202713 |               openpyxl.workbook._writer
import time:       664 |        664 |               openpyxl.writer.theme
import time:      1808 |    2240684 |             openpyxl.writer.excel
import time:      9715 |       9715 |                 openpyxl.worksheet.drawing
import time:      1137 |       1137 |                 openpyxl.chartsheet.relation
import time:       731 |        731 |                 openpyxl.chartsheet.properties
import time:       801 |        801 |                 openpyxl.chartsheet.protection
import time:       998 |        998 |                 openpyxl.chartsheet.views
import time:      2595 |       2595 |                 openpyxl.chartsheet.custom
import time:      1091 |       1091 |                 openpyxl.chartsheet.publish
import time:    176349 |     193413 |               openpyxl.chartsheet.chartsheet
import time:       787 |     194200 |             openpyxl.chartsheet
import time:      1269 |       1269 |             openpyxl.packaging.core
import time:      1791 |       1791 |             openpyxl.packaging.custom
import time:      2260 |    5123904 |           openpyxl.workbook.workbook
import time:       654 |    5124557 |         openpyxl.workbook
import time:       710 |        710 |           openpyxl.reader
import time:       639 |        639 |             openpyxl.pivot
import time:    195500 |     195500 |             openpyxl.pivot.fields
import time:      8410 |     204549 |           openpyxl.pivot.table
import time:       285 |        285 |           openpyxl.tests
import time:     48765 |      48765 |           openpyxl.reader.strings
import time:     26059 |      26059 |                 openpyxl.workbook.external_link.external
import time:       890 |      26949 |               openpyxl.workbook.external_link
import time:       142 |      27090 |             openpyxl.workbook.external_link.external
import time:      8026 |       8026 |             openpyxl.pivot.cache
import time:      1032 |       1032 |             openpyxl.pivot.record
import time:      7930 |      44077 |           openpyxl.reader.workbook
import time:      1407 |       1407 |               openpyxl.chart.plotarea
import time:      1212 |       1212 |               openpyxl.chart.pivot
import time:      6805 |       6805 |               openpyxl.chart.print_settings
import time:     15808 |      25231 |             openpyxl.chart.chartspace
import time:       821 |        821 |             openpyxl.chart.reader
import time:    179316 |     205368 |           openpyxl.reader.drawings
import time:      2034 |     505784 |         openpyxl.reader.excel
